id,userId,status,paymentStatus,subtotal,tax,shippingCost,totalAmount,shippingAddress,billingAddress,paymentMethod,paymentTransactionId,trackingNumber,shippingCarrier,orderNotes,cancellationReason,createdAt,updatedAt,processedAt,shippedAt,deliveredAt,cancelledAt
6070a4d1-b787-4dbd-a069-1165e29a2843,bc5bcd84-5467-4041-a988-9fa9ef2887f1,DELIVERED,COMPLETED,3048.67,243.89,0,3292.56,"789 Pine Rd, Madison, TX 75001","123 Main St, Anytown, NY 10001",Apple Pay,44497848-b143-47b9-8bb5-a1f4fd628be4,TRK692801,FedEx,,,2023-10-03T13:49:39.600535Z,2024-11-19T12:55:49.688674Z,2024-11-19T12:55:49.688674Z,2024-11-19T12:55:49.688674Z,2024-11-19T12:55:49.688674Z,
4c1cdd35-2548-4de3-876d-9477a697de85,bc5bcd84-5467-4041-a988-9fa9ef2887f1,PROCESSING,COMPLETED,1583.71,126.7,0,1710.41,"456 Oak Ave, Springfield, CA 90210","456 Oak Ave, Springfield, CA 90210",PayPal,38ff0126-8cd8-4396-a5b8-46531ba70d5b,,,,,2024-06-27T09:36:39.830785Z,2024-08-15T05:56:12.113618Z,2024-08-15T05:56:12.113618Z,,,
8c94b4b1-c3eb-4246-bd48-48f2fb92f28b,bc5bcd84-5467-4041-a988-9fa9ef2887f1,SHIPPED,COMPLETED,642.8,51.42,0,694.2199999999999,"123 Main St, Anytown, NY 10001","456 Oak Ave, Springfield, CA 90210",Google Pay,4c6ecd81-c164-4cb8-ac11-093120eba99e,TRK441603,Amazon Logistics,,,2023-07-26T15:09:25.671339Z,2023-11-23T14:48:26.934918Z,2023-11-23T14:48:26.934918Z,2023-11-23T14:48:26.934918Z,,
613c4e3c-7792-47be-9b6a-6ee41d5e9d16,bc5bcd84-5467-4041-a988-9fa9ef2887f1,CANCELLED,COMPLETED,4203.96,336.32,0,4540.28,"123 Main St, Anytown, NY 10001","321 Elm St, Franklin, FL 33101",Google Pay,5f7ab15e-2654-46c9-9a51-dee187e12304,,,,Customer request,2024-07-09T16:08:42.940641Z,2024-11-29T00:53:52.298531Z,,,,2024-11-29T00:53:52.298531Z
d000093d-e6e9-46f6-93e5-247b26a5d1e1,b2114639-6082-4f8c-bce0-a50ee53ac599,PENDING,COMPLETED,7841.28,627.3,0,8468.58,"987 Cedar Ln, Georgetown, OR 97001","123 Main St, Anytown, NY 10001",Apple Pay,45cd6e5a-41e3-4a18-a348-224c83b49ea4,,,,,2024-03-13T04:25:37.800173Z,2024-09-12T17:43:09.455234Z,,,,
f70850f0-466e-4ff0-b265-5b082424ed12,b2114639-6082-4f8c-bce0-a50ee53ac599,PENDING,COMPLETED,1440.5500000000002,115.24,0,1555.7900000000002,"123 Main St, Anytown, NY 10001","456 Oak Ave, Springfield, CA 90210",PayPal,da890a3a-baef-4779-8ff8-2e355ff3b0e7,,,,,2024-06-22T04:49:12.846444Z,2024-11-04T10:36:21.968701Z,,,,
718f9332-00a7-4b82-ad2e-aad16d7d3313,b2114639-6082-4f8c-bce0-a50ee53ac599,DELIVERED,PROCESSING,325.28,26.02,0,351.29999999999995,"321 Elm St, Franklin, FL 33101","321 Elm St, Franklin, FL 33101",Credit Card,,TRK628376,UPS,,,2024-02-10T07:00:00.700151Z,2024-10-30T13:38:25.951413Z,2024-10-30T13:38:25.951413Z,2024-10-30T13:38:25.951413Z,2024-10-30T13:38:25.951413Z,
bb4019bc-1af8-4015-ac2a-3084ecd4c743,37164570-03a8-42f2-845d-c40de787b7d0,PENDING,PROCESSING,8434.23,674.74,0,9108.97,"123 Main St, Anytown, NY 10001","123 Main St, Anytown, NY 10001",PayPal,,,,,,2023-09-19T10:52:52.895955Z,2023-10-02T01:04:24.553451Z,,,,
f06e4649-0fbe-44ec-9ffc-36c4533b46f6,bc428685-2bb7-4587-94fa-c2e2142b0376,PROCESSING,COMPLETED,1278.79,102.3,0,1381.09,"321 Elm St, Franklin, FL 33101","321 Elm St, Franklin, FL 33101",Google Pay,d04dc0f8-62a8-476e-9a07-6c7460d26291,,,,,2022-01-18T15:28:28.627924Z,2023-08-17T12:10:03.749013Z,2023-08-17T12:10:03.749013Z,,,
cddab41b-ddc6-4e3e-8ed3-838f8937c9e1,bc428685-2bb7-4587-94fa-c2e2142b0376,DELIVERED,COMPLETED,6049.98,484.0,0,6533.98,"789 Pine Rd, Madison, TX 75001","789 Pine Rd, Madison, TX 75001",Bank Transfer,0f6a1e25-7c02-4e52-9091-8a0fbecdab01,TRK475263,UPS,,,2024-08-02T12:59:03.168791Z,2024-12-24T22:59:38.070038Z,2024-12-24T22:59:38.070038Z,2024-12-24T22:59:38.070038Z,2024-12-24T22:59:38.070038Z,
0cd00d99-75df-402a-b9d8-fc318cdf316a,bc428685-2bb7-4587-94fa-c2e2142b0376,PROCESSING,FAILED,13265.04,1061.2,0,14326.240000000002,"456 Oak Ave, Springfield, CA 90210","456 Oak Ave, Springfield, CA 90210",Credit Card,,,,,,2023-02-15T03:29:34.972204Z,2023-05-07T14:00:13.890813Z,2023-05-07T14:00:13.890813Z,,,
6bf065ae-530a-4e6f-bae8-6dc5f487104b,6a1658e7-c4b5-40e1-b5d9-7037f02da2f2,SHIPPED,REFUNDED,795.98,63.68,0,859.66,"789 Pine Rd, Madison, TX 75001","789 Pine Rd, Madison, TX 75001",Google Pay,,TRK514804,DHL,,,2023-01-21T03:12:13.469226Z,2023-04-07T21:34:18.322015Z,2023-04-07T21:34:18.322015Z,2023-04-07T21:34:18.322015Z,,
04c08c4e-bb13-4902-abc5-82c70f4949bc,6a1658e7-c4b5-40e1-b5d9-7037f02da2f2,SHIPPED,REFUNDED,4203.96,336.32,0,4540.28,"123 Main St, Anytown, NY 10001","321 Elm St, Franklin, FL 33101",Apple Pay,,TRK876907,USPS,,,2022-04-07T13:17:18.055469Z,2022-12-05T14:13:43.262276Z,2022-12-05T14:13:43.262276Z,2022-12-05T14:13:43.262276Z,,
97b76c7d-f1b9-4822-b496-d5a56fbdbb96,6a1658e7-c4b5-40e1-b5d9-7037f02da2f2,DELIVERED,PROCESSING,4845.4,387.63,0,5233.03,"654 Maple Dr, Lincoln, WA 98001","654 Maple Dr, Lincoln, WA 98001",Credit Card,,TRK220570,Amazon Logistics,,,2022-07-11T02:00:53.169320Z,2024-04-25T02:56:31.937706Z,2024-04-25T02:56:31.937706Z,2024-04-25T02:56:31.937706Z,2024-04-25T02:56:31.937706Z,
8de5b3c1-c656-4de4-bcf8-49c091318a31,6a1658e7-c4b5-40e1-b5d9-7037f02da2f2,PROCESSING,COMPLETED,240.92,19.27,0,260.19,"987 Cedar Ln, Georgetown, OR 97001","321 Elm St, Franklin, FL 33101",Google Pay,21d9ae0b-d787-4caf-adbc-ac30803fd2fa,,,,,2022-11-23T13:01:21.240027Z,2024-07-01T14:47:01.516765Z,2024-07-01T14:47:01.516765Z,,,
4e61b19b-0216-4448-a5e5-2906d18423bd,4378865c-208b-45ce-870a-5cdf750a2101,SHIPPED,FAILED,4015.19,321.22,0,4336.41,"321 Elm St, Franklin, FL 33101","321 Elm St, Franklin, FL 33101",Credit Card,,TRK915044,DHL,,,2022-08-30T12:33:49.846835Z,2023-01-27T00:23:48.002360Z,2023-01-27T00:23:48.002360Z,2023-01-27T00:23:48.002360Z,,
9231394e-33f1-4528-a985-a866bdf14a0c,5ae10fde-f8f6-439f-861f-772e7b5c7312,REFUNDED,FAILED,9111.279999999999,728.9,0,9840.179999999998,"456 Oak Ave, Springfield, CA 90210","456 Oak Ave, Springfield, CA 90210",Apple Pay,,,,,,2023-12-05T08:25:36.157643Z,2024-12-14T02:33:41.807498Z,2024-12-14T02:33:41.807498Z,,,
95e6daa6-7686-4a73-ba28-6ef3c01878b8,5ae10fde-f8f6-439f-861f-772e7b5c7312,DELIVERED,REFUNDED,1272.49,101.8,0,1374.29,"654 Maple Dr, Lincoln, WA 98001","654 Maple Dr, Lincoln, WA 98001",Credit Card,,TRK937167,FedEx,,,2023-07-25T18:34:49.714984Z,2024-04-24T07:27:39.638542Z,2024-04-24T07:27:39.638542Z,2024-04-24T07:27:39.638542Z,2024-04-24T07:27:39.638542Z,
827df905-9e1d-4c24-b83a-40c038a4c12f,5ae10fde-f8f6-439f-861f-772e7b5c7312,RETURNED,COMPLETED,7366.07,589.29,0,7955.36,"654 Maple Dr, Lincoln, WA 98001","987 Cedar Ln, Georgetown, OR 97001",Debit Card,5ff37704-4d1a-4162-a136-5ea40be73a4b,,,,,2022-08-24T21:53:34.454191Z,2024-08-29T19:45:44.262952Z,2024-08-29T19:45:44.262952Z,,,
4d5a9102-0332-4d45-aecb-19f778a7227f,5ae10fde-f8f6-439f-861f-772e7b5c7312,SHIPPED,COMPLETED,1175.31,94.02,0,1269.33,"654 Maple Dr, Lincoln, WA 98001","321 Elm St, Franklin, FL 33101",Bank Transfer,23be5c66-dd31-4660-9b7f-5be79e5ba36f,TRK498928,FedEx,,,2023-04-14T01:44:41.462847Z,2023-07-16T11:59:11.246709Z,2023-07-16T11:59:11.246709Z,2023-07-16T11:59:11.246709Z,,
d0d1767c-84d6-4c6e-97ae-8f40e12eb34f,5ae10fde-f8f6-439f-861f-772e7b5c7312,RETURNED,PENDING,13898.33,1111.87,0,15010.2,"654 Maple Dr, Lincoln, WA 98001","654 Maple Dr, Lincoln, WA 98001",Bank Transfer,,,,,,2023-10-05T21:29:31.640084Z,2024-07-03T15:24:34.157199Z,2024-07-03T15:24:34.157199Z,,,
ceecf336-f87b-4b96-bc6c-c9ecabc2c29f,c18f1f7e-462d-49e3-b775-e22e71098307,DELIVERED,COMPLETED,439.86,35.19,0,475.05,"321 Elm St, Franklin, FL 33101","987 Cedar Ln, Georgetown, OR 97001",Apple Pay,0c114021-eeff-470a-b0d6-2c7838347f14,TRK276076,DHL,,,2023-01-13T01:44:17.925914Z,2023-02-12T21:57:55.377861Z,2023-02-12T21:57:55.377861Z,2023-02-12T21:57:55.377861Z,2023-02-12T21:57:55.377861Z,
6c0798e4-0fbb-4519-a373-74616912ae2c,c18f1f7e-462d-49e3-b775-e22e71098307,DELIVERED,PROCESSING,915.6700000000001,73.25,0,988.9200000000001,"321 Elm St, Franklin, FL 33101","456 Oak Ave, Springfield, CA 90210",Debit Card,,TRK927887,USPS,,,2024-02-04T10:54:23.281356Z,2024-06-11T05:59:33.412272Z,2024-06-11T05:59:33.412272Z,2024-06-11T05:59:33.412272Z,2024-06-11T05:59:33.412272Z,
a877575b-cb3f-4bab-bff7-50ff4094c151,dd3f656d-0519-4a21-a54f-5af11d1ece48,DELIVERED,PROCESSING,2674.16,213.93,0,2888.0899999999997,"987 Cedar Ln, Georgetown, OR 97001","456 Oak Ave, Springfield, CA 90210",Apple Pay,,TRK523259,Amazon Logistics,,,2024-07-12T18:59:06.356710Z,2024-10-23T05:16:05.717718Z,2024-10-23T05:16:05.717718Z,2024-10-23T05:16:05.717718Z,2024-10-23T05:16:05.717718Z,
714c1696-f837-4f3d-a8ae-95b17c3b7eb7,dd3f656d-0519-4a21-a54f-5af11d1ece48,PROCESSING,COMPLETED,18920.640000000003,1513.65,0,20434.290000000005,"654 Maple Dr, Lincoln, WA 98001","654 Maple Dr, Lincoln, WA 98001",Apple Pay,d951b84c-445e-4f57-9c53-efc558bf0919,,,,,2022-12-18T16:38:50.719781Z,2023-12-31T03:14:55.985220Z,2023-12-31T03:14:55.985220Z,,,
7cde069f-018d-4367-8a06-73290f8c7621,45296069-6182-4f3c-a638-534345b687a8,DELIVERED,PROCESSING,2815.4600000000005,225.24,0,3040.7000000000007,"123 Main St, Anytown, NY 10001","654 Maple Dr, Lincoln, WA 98001",Bank Transfer,,TRK382207,FedEx,,,2022-07-18T09:40:39.125805Z,2024-06-08T16:52:36.078129Z,2024-06-08T16:52:36.078129Z,2024-06-08T16:52:36.078129Z,2024-06-08T16:52:36.078129Z,
9bc3ac96-1df8-47b5-a54a-b238d6d097c6,45296069-6182-4f3c-a638-534345b687a8,PENDING,COMPLETED,12070.57,965.65,0,13036.22,"456 Oak Ave, Springfield, CA 90210","456 Oak Ave, Springfield, CA 90210",Debit Card,25d50612-20c8-4538-881e-0aa5a37112cb,,,,,2023-02-08T09:05:20.307914Z,2024-05-17T03:20:52.343687Z,,,,
c5e61fc8-fa32-45e6-aaaf-743b49b65a6c,45296069-6182-4f3c-a638-534345b687a8,DELIVERED,PENDING,9802.55,784.2,0,10586.75,"123 Main St, Anytown, NY 10001","123 Main St, Anytown, NY 10001",PayPal,,TRK688760,FedEx,,,2023-09-28T08:54:09.730989Z,2024-12-13T20:51:06.297249Z,2024-12-13T20:51:06.297249Z,2024-12-13T20:51:06.297249Z,2024-12-13T20:51:06.297249Z,
d14968ce-6121-424c-b34d-a25332942444,1c826fb8-c4ab-434f-8e94-ef6ac00cef70,DELIVERED,PROCESSING,1704.75,136.38,0,1841.13,"789 Pine Rd, Madison, TX 75001","456 Oak Ave, Springfield, CA 90210",Debit Card,,TRK910471,Amazon Logistics,,,2023-05-05T00:17:23.136079Z,2023-12-31T16:33:35.898056Z,2023-12-31T16:33:35.898056Z,2023-12-31T16:33:35.898056Z,2023-12-31T16:33:35.898056Z,
16f1cb44-d971-49fd-85bd-2ee26420d9a4,1c826fb8-c4ab-434f-8e94-ef6ac00cef70,SHIPPED,COMPLETED,6814.83,545.19,0,7360.02,"654 Maple Dr, Lincoln, WA 98001","987 Cedar Ln, Georgetown, OR 97001",Google Pay,7acaf4a5-76b4-4682-a136-40e25470fe5f,TRK925866,Amazon Logistics,,,2023-04-06T17:28:17.313157Z,2023-09-24T04:31:45.354303Z,2023-09-24T04:31:45.354303Z,2023-09-24T04:31:45.354303Z,,
473e5595-3a09-45ac-9422-2d7e02dc7ebc,1c826fb8-c4ab-434f-8e94-ef6ac00cef70,PROCESSING,COMPLETED,1587.8999999999999,127.03,0,1714.9299999999998,"123 Main St, Anytown, NY 10001","123 Main St, Anytown, NY 10001",Credit Card,fa2d6ca6-ffee-4e97-93f7-e85cad532edf,,,,,2022-11-08T19:58:07.087008Z,2024-10-17T13:21:01.142737Z,2024-10-17T13:21:01.142737Z,,,
2936292b-ec59-416f-9089-49e2feea1698,1c826fb8-c4ab-434f-8e94-ef6ac00cef70,PENDING,PROCESSING,1353.92,108.31,0,1462.23,"789 Pine Rd, Madison, TX 75001","123 Main St, Anytown, NY 10001",Apple Pay,,,,,,2023-10-21T03:51:20.910672Z,2024-03-31T02:13:00.339714Z,,,,
8a1641c2-1a13-4d1b-a770-d2194c5bebb7,1c826fb8-c4ab-434f-8e94-ef6ac00cef70,PROCESSING,COMPLETED,2701.9700000000003,216.16,0,2918.13,"456 Oak Ave, Springfield, CA 90210","321 Elm St, Franklin, FL 33101",Google Pay,3e196c72-57ba-48fc-a6e8-850155688bab,,,,,2023-06-17T16:39:24.404567Z,2024-10-31T04:31:54.723895Z,2024-10-31T04:31:54.723895Z,,,
92173479-4b4f-45e1-a053-d41e5d54d4ad,f7a14e15-6d54-4621-b589-e71378d01c71,PROCESSING,REFUNDED,4610.02,368.8,0,4978.820000000001,"123 Main St, Anytown, NY 10001","123 Main St, Anytown, NY 10001",Debit Card,,,,,,2023-06-23T06:51:52.181271Z,2023-10-09T23:08:12.876964Z,2023-10-09T23:08:12.876964Z,,,
c6972e37-9d33-415b-8f81-f6146d40065f,f7a14e15-6d54-4621-b589-e71378d01c71,DELIVERED,COMPLETED,9051.06,724.08,0,9775.14,"456 Oak Ave, Springfield, CA 90210","321 Elm St, Franklin, FL 33101",Apple Pay,68a60ca8-8a3a-43b5-ad77-1c886bfe909a,TRK689343,DHL,,,2023-03-02T08:31:10.213864Z,2024-09-18T14:22:01.558380Z,2024-09-18T14:22:01.558380Z,2024-09-18T14:22:01.558380Z,2024-09-18T14:22:01.558380Z,
cb91b71d-4bfc-4ad0-bd5a-b7985b8588ba,f7a14e15-6d54-4621-b589-e71378d01c71,SHIPPED,COMPLETED,9441.18,755.29,0,10196.470000000001,"987 Cedar Ln, Georgetown, OR 97001","321 Elm St, Franklin, FL 33101",Google Pay,f4417ca3-cb82-47ab-810b-afe0397351e8,TRK166397,USPS,,,2024-06-02T18:02:20.149365Z,2024-11-07T02:32:52.813189Z,2024-11-07T02:32:52.813189Z,2024-11-07T02:32:52.813189Z,,
c96c25ec-516c-414b-be42-ca2f77904309,bce4cfeb-55da-45cf-ad60-fd9c32cc96f3,PROCESSING,COMPLETED,692.5,55.4,0,747.9,"789 Pine Rd, Madison, TX 75001","789 Pine Rd, Madison, TX 75001",Debit Card,7e579540-6000-4d33-9f03-37f40b13b6da,,,,,2024-01-16T06:59:36.687232Z,2024-11-09T05:53:59.030688Z,2024-11-09T05:53:59.030688Z,,,
325d74db-08f8-4696-821c-c51482df5cb7,bce4cfeb-55da-45cf-ad60-fd9c32cc96f3,RETURNED,COMPLETED,6410.61,512.85,0,6923.46,"654 Maple Dr, Lincoln, WA 98001","654 Maple Dr, Lincoln, WA 98001",Debit Card,b70f5eea-3794-4bd5-8058-aab514793052,,,,,2024-03-29T10:42:54.613602Z,2024-05-06T20:19:15.580005Z,2024-05-06T20:19:15.580005Z,,,
ac3c142f-6ed4-4693-a379-5c148ec0c371,fdb7317b-afc6-43b7-a437-7b8b28d8ec81,DELIVERED,COMPLETED,5105.42,408.43,0,5513.85,"987 Cedar Ln, Georgetown, OR 97001","456 Oak Ave, Springfield, CA 90210",Debit Card,db4d301a-d279-46b6-b67b-eee47e1dce23,TRK289226,USPS,,,2022-11-24T17:19:17.438174Z,2023-03-29T15:46:41.485519Z,2023-03-29T15:46:41.485519Z,2023-03-29T15:46:41.485519Z,2023-03-29T15:46:41.485519Z,
af2c3b03-a447-4644-9a21-4c4d315c64e7,fdb7317b-afc6-43b7-a437-7b8b28d8ec81,DELIVERED,COMPLETED,1003.74,80.3,0,1084.04,"789 Pine Rd, Madison, TX 75001","789 Pine Rd, Madison, TX 75001",Google Pay,39216979-edd0-4916-b396-4fa90e4676b7,TRK256489,FedEx,,,2023-08-20T14:00:11.598782Z,2023-11-17T14:04:10.058130Z,2023-11-17T14:04:10.058130Z,2023-11-17T14:04:10.058130Z,2023-11-17T14:04:10.058130Z,
9f6593a2-02b1-48e5-b6f6-818c6a710aa1,fdb7317b-afc6-43b7-a437-7b8b28d8ec81,DELIVERED,COMPLETED,676.4,54.11,0,730.51,"456 Oak Ave, Springfield, CA 90210","456 Oak Ave, Springfield, CA 90210",Credit Card,a87a3fc8-9558-4eb6-9b4d-357ce4faca88,TRK736045,USPS,,,2022-04-11T04:50:23.416422Z,2024-04-26T23:55:03.574598Z,2024-04-26T23:55:03.574598Z,2024-04-26T23:55:03.574598Z,2024-04-26T23:55:03.574598Z,
39fca6c9-10e1-4e57-a14e-6d2619329621,fdb7317b-afc6-43b7-a437-7b8b28d8ec81,SHIPPED,COMPLETED,2590.68,207.25,0,2797.93,"456 Oak Ave, Springfield, CA 90210","123 Main St, Anytown, NY 10001",Credit Card,eef5a2dc-f00c-4924-976b-780e81774ca5,TRK506691,FedEx,,,2023-08-06T14:22:43.220815Z,2024-08-21T21:32:22.193626Z,2024-08-21T21:32:22.193626Z,2024-08-21T21:32:22.193626Z,,
ef47681e-59c4-4cbc-b7f2-715390ddabf8,fdb7317b-afc6-43b7-a437-7b8b28d8ec81,DELIVERED,FAILED,143.36,11.47,0,154.83,"654 Maple Dr, Lincoln, WA 98001","654 Maple Dr, Lincoln, WA 98001",Credit Card,,TRK417499,UPS,,,2023-08-11T10:07:29.069634Z,2024-02-04T05:13:55.763319Z,2024-02-04T05:13:55.763319Z,2024-02-04T05:13:55.763319Z,2024-02-04T05:13:55.763319Z,
d01b4ce4-e66a-4148-9564-1d0bf4b7ec2d,d39366dd-5ac2-458f-aedb-4125519f1b37,PROCESSING,FAILED,5113.429999999999,409.07,0,5522.499999999999,"123 Main St, Anytown, NY 10001","123 Main St, Anytown, NY 10001",Google Pay,,,,,,2023-06-08T06:03:39.863239Z,2023-12-26T00:36:26.492932Z,2023-12-26T00:36:26.492932Z,,,
8c7eb17c-4d0b-4a47-a851-b12094f38ff3,d39366dd-5ac2-458f-aedb-4125519f1b37,PROCESSING,FAILED,6970.64,557.65,0,7528.29,"987 Cedar Ln, Georgetown, OR 97001","987 Cedar Ln, Georgetown, OR 97001",Credit Card,,,,,,2024-08-04T22:29:26.489216Z,2024-09-08T01:07:38.808847Z,2024-09-08T01:07:38.808847Z,,,
587eea69-472d-4999-ab7c-00989b1239de,d39366dd-5ac2-458f-aedb-4125519f1b37,PENDING,FAILED,2821.43,225.71,0,3047.14,"987 Cedar Ln, Georgetown, OR 97001","456 Oak Ave, Springfield, CA 90210",Debit Card,,,,,,2022-02-12T03:39:46.033467Z,2024-08-14T04:46:21.693861Z,,,,
22da62d8-361f-4215-a230-75eeb319d001,d39366dd-5ac2-458f-aedb-4125519f1b37,DELIVERED,COMPLETED,528.23,42.26,0,570.49,"789 Pine Rd, Madison, TX 75001","789 Pine Rd, Madison, TX 75001",Credit Card,d84647ed-bb31-4d01-8e4b-69fcdb62ef60,TRK928204,Amazon Logistics,,,2024-06-16T21:51:19.814375Z,2024-10-27T03:09:48.823133Z,2024-10-27T03:09:48.823133Z,2024-10-27T03:09:48.823133Z,2024-10-27T03:09:48.823133Z,
e2291fcb-29ff-4a1e-8004-a816a7253044,5fa02a98-5288-413e-b81f-498d87c6fb15,DELIVERED,PROCESSING,1615.56,129.24,0,1744.8,"456 Oak Ave, Springfield, CA 90210","456 Oak Ave, Springfield, CA 90210",Apple Pay,,TRK980432,FedEx,,,2022-12-12T00:36:42.342506Z,2023-04-28T04:38:18.393820Z,2023-04-28T04:38:18.393820Z,2023-04-28T04:38:18.393820Z,2023-04-28T04:38:18.393820Z,
23ea5a34-768e-4fe6-92b0-af416d5217ec,5fa02a98-5288-413e-b81f-498d87c6fb15,DELIVERED,COMPLETED,1998.9099999999999,159.91,0,2158.8199999999997,"321 Elm St, Franklin, FL 33101","321 Elm St, Franklin, FL 33101",Credit Card,33eb980d-9af7-4129-86ca-014dfb8e7d45,TRK300022,USPS,,,2022-01-02T06:45:42.596503Z,2023-12-10T04:49:44.611800Z,2023-12-10T04:49:44.611800Z,2023-12-10T04:49:44.611800Z,2023-12-10T04:49:44.611800Z,
159a9729-f9fd-44b8-8111-0e2b0c1d5509,5fa02a98-5288-413e-b81f-498d87c6fb15,CANCELLED,COMPLETED,3470.09,277.61,0,3747.7000000000003,"123 Main St, Anytown, NY 10001","123 Main St, Anytown, NY 10001",Credit Card,5fabdb4f-5c45-4645-afeb-8b00211bbd78,,,,Customer request,2023-07-07T11:24:19.799614Z,2023-11-17T06:54:01.271955Z,,,,2023-11-17T06:54:01.271955Z
61fa7035-04d1-476f-b392-150d1b3358c2,5fa02a98-5288-413e-b81f-498d87c6fb15,SHIPPED,PROCESSING,4598.83,367.91,0,4966.74,"987 Cedar Ln, Georgetown, OR 97001","987 Cedar Ln, Georgetown, OR 97001",Bank Transfer,,TRK656843,FedEx,,,2022-08-25T17:31:17.063238Z,2023-02-11T19:39:03.464639Z,2023-02-11T19:39:03.464639Z,2023-02-11T19:39:03.464639Z,,
8f16286e-b258-46a1-ae10-0cb2d700d79d,2db0e1e1-227d-426f-820f-04e1902445c8,PROCESSING,REFUNDED,943.3199999999999,75.47,0,1018.79,"123 Main St, Anytown, NY 10001","123 Main St, Anytown, NY 10001",Credit Card,,,,,,2022-06-12T21:40:41.007945Z,2023-01-25T22:45:55.299322Z,2023-01-25T22:45:55.299322Z,,,
09b410ef-4cf9-43d8-93a3-998433aac7eb,2db0e1e1-227d-426f-820f-04e1902445c8,CANCELLED,COMPLETED,5090.780000000001,407.26,0,5498.040000000001,"789 Pine Rd, Madison, TX 75001","789 Pine Rd, Madison, TX 75001",PayPal,68cac07f-b886-431d-84fe-c1e272defb93,,,,Customer request,2023-05-24T18:58:49.670919Z,2024-08-28T11:27:57.825061Z,,,,2024-08-28T11:27:57.825061Z
7773c5df-f0b9-4064-8df4-1902842b1163,2db0e1e1-227d-426f-820f-04e1902445c8,PROCESSING,COMPLETED,8596.26,687.7,0,9283.960000000001,"123 Main St, Anytown, NY 10001","123 Main St, Anytown, NY 10001",Credit Card,edb43e8d-4578-4d20-a89b-4581a1f37f4c,,,,,2022-05-21T08:29:27.002864Z,2022-09-11T01:35:03.806519Z,2022-09-11T01:35:03.806519Z,,,
517d66a7-4a00-48f0-986e-db8fc2340bab,e09d49fe-cba2-4913-888b-b6b6542c201b,SHIPPED,COMPLETED,6776.099999999999,542.09,0,7318.19,"987 Cedar Ln, Georgetown, OR 97001","321 Elm St, Franklin, FL 33101",Credit Card,d670eaff-03af-4033-b9f1-8367c6ef1a97,TRK838516,FedEx,,,2024-08-23T02:31:10.444392Z,2024-09-02T17:00:33.102161Z,2024-09-02T17:00:33.102161Z,2024-09-02T17:00:33.102161Z,,
a3f9d756-5dc0-4e2d-9115-0691149d5fdb,2cf89dc4-c145-4ce0-8425-010cb24cd911,PENDING,COMPLETED,2015.35,161.23,0,2176.58,"123 Main St, Anytown, NY 10001","789 Pine Rd, Madison, TX 75001",Apple Pay,07365472-9fd0-4ba1-90b3-d990d8330c41,,,,,2023-02-23T14:06:15.056500Z,2024-06-10T22:14:21.083579Z,,,,
4dfa1825-85b6-4919-9473-a60fb04d2fe1,2cf89dc4-c145-4ce0-8425-010cb24cd911,DELIVERED,PENDING,1096.6399999999999,87.73,0,1184.37,"654 Maple Dr, Lincoln, WA 98001","321 Elm St, Franklin, FL 33101",Credit Card,,TRK308629,UPS,,,2023-08-02T13:11:22.557519Z,2024-07-30T14:27:45.450347Z,2024-07-30T14:27:45.450347Z,2024-07-30T14:27:45.450347Z,2024-07-30T14:27:45.450347Z,
db05206e-effd-41ba-a9e8-4561dd6c9250,2cf89dc4-c145-4ce0-8425-010cb24cd911,DELIVERED,PROCESSING,2512.0600000000004,200.96,0,2713.0200000000004,"123 Main St, Anytown, NY 10001","654 Maple Dr, Lincoln, WA 98001",Credit Card,,TRK534953,USPS,,,2024-04-09T14:59:16.879053Z,2024-11-18T12:27:52.156147Z,2024-11-18T12:27:52.156147Z,2024-11-18T12:27:52.156147Z,2024-11-18T12:27:52.156147Z,
fc4805a2-a469-4f30-947a-7fcf98f290db,2cf89dc4-c145-4ce0-8425-010cb24cd911,PENDING,REFUNDED,3322.71,265.82,0,3588.53,"321 Elm St, Franklin, FL 33101","123 Main St, Anytown, NY 10001",PayPal,,,,,,2023-10-04T18:01:48.071105Z,2024-11-14T03:03:28.617101Z,,,,
90ef3ea4-34b6-4ac4-92b0-3a9ca2a53632,359bec97-089b-44ee-9463-688130c9ac72,PROCESSING,COMPLETED,2795.65,223.65,0,3019.3,"987 Cedar Ln, Georgetown, OR 97001","987 Cedar Ln, Georgetown, OR 97001",PayPal,56a5f3a4-6596-456d-96f2-7633cd1e71f4,,,,,2023-07-20T02:52:45.590265Z,2024-04-21T18:00:20.261400Z,2024-04-21T18:00:20.261400Z,,,
29e44b5f-5eb9-493f-9639-b4239567c0f2,359bec97-089b-44ee-9463-688130c9ac72,DELIVERED,COMPLETED,7119.13,569.53,0,7688.66,"456 Oak Ave, Springfield, CA 90210","654 Maple Dr, Lincoln, WA 98001",Bank Transfer,efe1d389-4b3c-477d-8b9c-2d40bb822e9f,TRK608512,DHL,,,2023-05-24T12:50:38.554893Z,2024-10-09T20:14:41.068281Z,2024-10-09T20:14:41.068281Z,2024-10-09T20:14:41.068281Z,2024-10-09T20:14:41.068281Z,
